,MSG_TYPE,MMSI,NAME,IMO_NUMBER,CALL_SIGN,LAT_AVG,LON_AVG,PERIOD,SPEED_KNOTS,COG_DEG,HEADING_DEG,NAV_STATUS,NAV_SENSOR,SHIP_AND_CARGO_TYPE,DRAUGHT,DRAUGHT.1,DIM_BOW,DIM_STERN,DIM_PORT,DIM_STARBOARD,DESTINATION,MMSI_COUNTRY_CD,RECEIVER,BEAM,LENGTH,channel_side,time_diff,new_voyage,voyage_id,num_pings,cog_diff,geometry,in_channel_north,in_channel_south,north_of_channel,south_of_channel,location,correct_side,prev_location,location_diff,prev_coord,prev_sog,actual_dist,est_dist,dist_diff,row_score,voyage_score
46003,1,538009742,MARLIN SANTORINI,9835836.0,V7A5106,21.9783,-77.2983,2025-04-26 05:10:00,13.0,131.0,130.0,0.0,1.0,80,9.5,9.5,232,42,32,16,LKGAL,MH,,48,274,Southeastbound,300.0,False,2_538009742,97,0.9000000000000057,POINT (-8604807.395185698 2508920.090034912),False,False,False,False,east,,east,same,POINT (-8606855.673816295 2510528.7499147984),13.0,1.4063063016652766,1.0833333333333333,0.32297296833194333,0,9
46004,1,538009742,MARLIN SANTORINI,9835836.0,V7A5106,21.97,-77.29,2025-04-26 05:15:00,13.0,131.0,130.0,0.0,1.0,80,9.5,9.5,232,42,32,16,LKGAL,MH,,48,274,Southeastbound,300.0,False,2_538009742,97,0.0,POINT (-8603883.443412114 2507923.757459014),False,False,False,False,east,,east,same,POINT (-8604807.395185698 2508920.090034912),13.0,0.7337032195855376,1.0833333333333333,0.3496301137477956,0,9
46005,1,538009742,MARLIN SANTORINI,9835836.0,V7A5106,21.934,-77.2453,2025-04-26 05:30:00,13.5,131.9,130.0,0.0,1.0,80,9.5,9.5,232,42,32,16,LKGAL,MH,,48,274,Southeastbound,900.0,False,2_538009742,97,0.9000000000000057,POINT (-8598907.462173656 2503602.9885450546),False,False,False,False,east,,east,same,POINT (-8603883.443412114 2507923.757459014),13.0,3.5583910221199004,3.25,0.30839102211990044,0,9
46006,1,538009742,MARLIN SANTORINI,9835836.0,V7A5106,21.908146,-77.214387,2025-04-26 05:35:00,13.5,132.1,130.0,0.0,1.0,80,9.5,9.5,232,42,32,16,LKGAL,MH,,48,274,Southeastbound,300.0,False,2_538009742,97,0.19999999999998863,POINT (-8595466.242754763 2500500.6308621145),False,False,False,False,east,,east,same,POINT (-8598907.462173656 2503602.9885450546),13.5,2.5017468699291534,1.125,1.3767468699291534,1,9
46007,1,538009742,MARLIN SANTORINI,9835836.0,V7A5106,21.900571,-77.20535,2025-04-26 05:40:00,13.5,131.9,130.0,0.0,1.0,80,9.5,9.5,232,42,32,16,LKGAL,MH,,48,274,Southeastbound,300.0,False,2_538009742,97,0.19999999999998863,POINT (-8594460.248516463 2499591.7733673733),False,False,False,False,east,,east,same,POINT (-8595466.242754763 2500500.6308621145),13.5,0.7320484382493858,1.125,0.3929515617506142,0,9
47320,1,538090606,OPHELIA,9765586.0,V7DF6,22.086995,-77.429435,2023-12-11 21:00:00,16.4,134.8,134.0,0.0,1.0,70,9.8,9.8,154,18,21,6,PH MNL,MH,,27,172,Southeastbound,18600.0,True,8_538090606,7,,POINT (-8619405.276610874 2521973.2321930374),False,False,False,False,east,,,,,,,,,0,4
47321,1,538090606,OPHELIA,9765586.0,V7DF6,21.999323,-77.329612,2023-12-11 21:25:00,16.7,132.6,133.0,0.0,1.0,70,9.8,9.8,154,18,21,6,PH MNL,MH,,27,172,Southeastbound,1500.0,False,8_538090606,7,2.200000000000017,POINT (-8608293.031081418 2511443.953107459),False,False,False,False,east,,east,same,POINT (-8619405.276610874 2521973.2321930374),16.4,8.265934390407484,6.833333333333333,1.4326010570741508,1,4
47322,1,538090606,OPHELIA,9765586.0,V7DF6,21.98593,-77.313905,2023-12-11 21:30:00,16.6,132.3,132.0,0.0,1.0,70,9.8,9.8,154,18,21,6,PH MNL,MH,,27,172,Southeastbound,300.0,False,8_538090606,7,0.29999999999998295,POINT (-8606544.535839528 2509836.0471517467),False,False,False,False,east,,east,same,POINT (-8608293.031081418 2511443.953107459),16.7,1.282629168767096,1.3916666666666666,0.10903749789957051,0,4
47323,1,538090606,OPHELIA,9765586.0,V7DF6,21.965165,-77.289509,2023-12-11 21:35:00,16.7,132.6,133.0,0.0,1.0,70,9.8,9.8,154,18,21,6,PH MNL,MH,,27,172,Southeastbound,300.0,False,8_538090606,7,0.29999999999998295,POINT (-8603828.785542134 2507343.39056281),False,False,False,False,east,,east,same,POINT (-8606544.535839528 2509836.0471517467),16.6,1.9904420137465262,1.3833333333333333,0.6071086804131929,0,4
47324,1,538090606,OPHELIA,9765586.0,V7DF6,22.086995,-77.429435,2023-12-11 21:55:00,16.4,134.8,134.0,0.0,1.0,70,9.8,9.8,154,18,21,6,PH MNL,MH,,27,172,Southeastbound,1200.0,False,8_538090606,7,2.200000000000017,POINT (-8619405.276610874 2521973.2321930374),False,False,False,False,east,,east,same,POINT (-8603828.785542134 2507343.39056281),16.7,11.53872335364709,5.566666666666666,5.972056686980423,1,4
47325,1,538090606,OPHELIA,9765586.0,V7DF6,21.958145,-77.27738,2023-12-11 22:00:00,16.7,131.2,132.0,0.0,1.0,70,9.8,9.8,154,18,21,6,PH MNL,MH,,27,172,Southeastbound,300.0,False,8_538090606,7,3.6000000000000227,POINT (-8602478.591438303 2506500.7834013198),False,False,False,False,east,,east,same,POINT (-8619405.276610874 2521973.2321930374),16.4,12.382747911654624,1.3666666666666665,11.016081244987957,1,4
47326,1,538090606,OPHELIA,9765586.0,V7DF6,21.864637,-77.163363,2023-12-11 22:10:00,16.9,129.0,132.0,0.0,1.0,70,9.8,9.8,154,18,21,6,PH MNL,MH,,27,172,Southeastbound,600.0,False,8_538090606,7,2.1999999999999886,POINT (-8589786.277056526 2495281.0270871553),False,False,False,False,east,,east,same,POINT (-8602478.591438303 2506500.7834013198),16.7,9.14714832799786,2.783333333333333,6.363814994664526,1,4
47470,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.02188,-77.281607,2023-11-28 19:15:00,14.4,313.7,311.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,24681600.0,True,5_563005200,20,,POINT (-8602949.138925886 2514152.3927964964),False,False,False,False,east,,,,,,,,,0,3
47471,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.028404,-77.288949,2023-11-28 19:20:00,14.3,312.8,310.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,300.0,False,5_563005200,20,0.8999999999999773,POINT (-8603766.44662729 2514935.815852201),False,False,False,False,east,,east,same,POINT (-8602949.138925886 2514152.3927964964),14.4,0.6113109304564509,1.2,0.588689069543549,0,3
47472,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.044673,-77.30718,2023-11-28 19:25:00,14.2,315.2,312.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,300.0,False,5_563005200,20,2.3999999999999773,POINT (-8605795.912263943 2516889.607336368),False,False,False,False,east,,east,same,POINT (-8603766.44662729 2514935.815852201),14.3,1.521119353653463,1.1916666666666667,0.3294526869867964,0,3
47473,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.076616,-77.343971,2023-11-28 19:35:00,14.2,309.8,311.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,600.0,False,5_563005200,20,5.399999999999977,POINT (-8609891.467649719 2520726.3888095096),False,False,False,False,east,,east,same,POINT (-8605795.912263943 2516889.607336368),14.2,3.0302517671506224,2.3666666666666663,0.6635851004839561,0,3
47474,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.080627,-77.349209,2023-11-28 19:40:00,14.2,308.8,311.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,300.0,False,5_563005200,20,1.0,POINT (-8610474.559142493 2521208.2248309273),False,False,False,False,east,,east,same,POINT (-8609891.467649719 2520726.3888095096),14.2,0.4084331253667689,1.1833333333333331,0.7749002079665642,0,3
47475,3,563005200,EPIC SAMOS,9733557.0,9V2722,22.12956,-77.408622,2023-11-28 19:55:00,13.8,312.6,316.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,900.0,False,5_563005200,20,3.8000000000000114,POINT (-8617088.384048993 2527087.5828372543),False,False,False,False,east,,east,same,POINT (-8610474.559142493 2521208.2248309273),14.2,4.77825033206009,3.55,1.2282503320600906,0,3
47476,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.140408,-77.42052,2023-11-28 20:00:00,13.9,314.0,316.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,300.0,False,5_563005200,20,1.3999999999999773,POINT (-8618412.863350453 2528391.2592703425),False,False,False,False,east,,east,same,POINT (-8617088.384048993 2527087.5828372543),13.8,1.0034859395609474,1.15,0.14651406043905246,0,3
47477,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.209651,-77.495914,2023-11-28 20:25:00,8.7,314.7,318.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,1500.0,False,5_563005200,20,0.6999999999999886,POINT (-8626805.685039321 2536715.0210505943),True,False,False,False,in north channel,True,east,enter channel,POINT (-8618412.863350453 2528391.2592703425),13.9,6.38260279464771,5.791666666666667,0.5909361279810428,0,3
47478,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.262317,-77.556383,2023-11-28 20:50:00,13.6,311.9,313.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,1500.0,False,5_563005200,20,2.8000000000000114,POINT (-8633537.063328099 2543048.7968805027),True,False,False,False,in north channel,True,in north channel,same,POINT (-8626805.685039321 2536715.0210505943),8.7,4.990707764573896,3.625,1.3657077645738962,1,3
47479,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.273473,-77.570064,2023-11-28 20:55:00,7.5,306.9,313.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,300.0,False,5_563005200,20,5.0,POINT (-8635060.025281642 2544390.7576052216),True,False,False,False,in north channel,True,in north channel,same,POINT (-8633537.063328099 2543048.7968805027),13.6,1.0960352358272731,1.1333333333333333,0.03729809750606017,0,3
47480,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.276905,-77.574701,2023-11-28 21:00:00,7.3,309.2,314.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,300.0,False,5_563005200,20,2.3000000000000114,POINT (-8635576.21376045 2544803.616096565),True,False,False,False,in north channel,True,in north channel,same,POINT (-8635060.025281642 2544390.7576052216),7.5,0.35690607707638733,0.625,0.26809392292361267,0,3
47481,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.281008,-77.580238,2023-11-28 21:05:00,6.1,307.4,314.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,300.0,False,5_563005200,20,1.8000000000000114,POINT (-8636192.589780971 2545297.2070119805),True,False,False,False,in north channel,True,in north channel,same,POINT (-8635576.21376045 2544803.616096565),7.3,0.42638087320371254,0.6083333333333333,0.18195246012962074,0,3
47482,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.287544,-77.589804,2023-11-28 21:10:00,7.8,309.2,314.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,300.0,False,5_563005200,20,1.8000000000000114,POINT (-8637257.4720299 2546083.5177497794),True,False,False,False,in north channel,True,in north channel,same,POINT (-8636192.589780971 2545297.2070119805),6.1,0.714760775089726,0.5083333333333333,0.20642744175639272,0,3
47483,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.312135,-77.619777,2023-11-28 21:20:00,7.3,306.2,313.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,600.0,False,5_563005200,20,3.0,POINT (-8640594.051127449 2549042.2571866745),True,False,False,False,in north channel,True,in north channel,same,POINT (-8637257.4720299 2546083.5177497794),7.8,2.407937022427809,1.2999999999999998,1.1079370224278091,0,3
47484,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.322815,-77.633533,2023-11-28 21:30:00,6.7,315.8,325.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,600.0,False,5_563005200,20,9.600000000000023,POINT (-8642125.3620428 2550327.415492421),True,False,False,False,in north channel,True,in north channel,same,POINT (-8640594.051127449 2549042.2571866745),7.3,1.0794535074856055,1.2166666666666666,0.13721315918106103,0,3
47485,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.325947,-77.636689,2023-11-28 21:35:00,7.6,317.4,325.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,300.0,False,5_563005200,20,1.599999999999966,POINT (-8642476.686355744 2550704.3176455903),True,False,False,False,in north channel,True,in north channel,same,POINT (-8642125.3620428 2550327.415492421),6.7,0.2782151463250475,0.5583333333333333,0.28011818700828583,0,3
47486,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.359149,-77.686591,2023-11-28 21:50:00,14.1,303.6,307.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,900.0,False,5_563005200,20,13.799999999999955,POINT (-8648031.75158531 2554700.337972216),True,False,False,False,in north channel,True,in north channel,same,POINT (-8642476.686355744 2550704.3176455903),7.6,3.6949572936346735,1.9,1.7949572936346736,1,3
47487,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.365258,-77.696556,2023-11-28 21:55:00,14.4,303.2,307.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,300.0,False,5_563005200,20,0.4000000000000341,POINT (-8649141.050311064 2555435.6892028353),True,False,False,False,in north channel,True,in north channel,same,POINT (-8648031.75158531 2554700.337972216),14.1,0.7186307933264915,1.1749999999999998,0.45636920667350833,0,3
47488,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.377006,-77.716872,2023-11-28 22:00:00,8.5,298.6,307.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,300.0,False,5_563005200,20,4.599999999999966,POINT (-8651402.61708602 2556849.9076091056),True,False,False,False,in north channel,True,in north channel,same,POINT (-8649141.050311064 2555435.6892028353),14.4,1.4402564309448755,1.2,0.2402564309448756,0,3
47489,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.285898,-77.58769,2023-11-28 22:10:00,6.1,307.3,315.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,600.0,False,5_563005200,20,8.699999999999989,POINT (-8637022.142626364 2545885.4929472767),True,False,False,False,in north channel,True,in north channel,same,POINT (-8651402.61708602 2556849.9076091056),8.5,9.764418350897227,1.4166666666666665,8.34775168423056,1,3
47490,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.758055,-78.550244,2023-11-29 01:50:00,13.4,290.0,293.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,13200.0,True,6_563005200,9,,POINT (-8744173.163767394 2602785.587235393),True,False,False,False,in north channel,True,,,,,,,,0,4
47491,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.791603,-78.646247,2023-11-29 02:15:00,13.4,291.0,292.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,1500.0,False,6_563005200,9,1.0,POINT (-8754860.16884202 2606835.9250378176),True,False,False,False,in north channel,True,in north channel,same,POINT (-8744173.163767394 2602785.587235393),13.4,6.171091170849661,5.583333333333334,0.5877578375163273,0,4
47492,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.834819,-78.753953,2023-11-29 02:45:00,12.8,321.7,327.0,0.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,1800.0,False,6_563005200,9,30.69999999999999,POINT (-8766849.9459174 2612054.974870173),False,False,False,False,west,,in north channel,exit channel,POINT (-8754860.16884202 2606835.9250378176),13.4,7.060753559560388,6.7,0.3607535595603881,0,4
47493,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.927161,-78.822881,2023-11-29 03:15:00,5.9,325.5,330.0,2.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,1800.0,False,6_563005200,9,3.8000000000000114,POINT (-8774522.975778798 2623212.3661420736),False,False,False,False,west,,west,same,POINT (-8766849.9459174 2612054.974870173),12.8,7.3116798310244056,6.4,0.9116798310244052,0,5
47494,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.92823,-78.823654,2023-11-29 03:20:00,5.2,325.3,329.0,2.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,300.0,False,6_563005200,9,0.19999999999998863,POINT (-8774609.025745181 2623341.574499197),False,False,False,False,west,,west,same,POINT (-8774522.975778798 2623212.3661420736),5.9,0.08382328373159707,0.4916666666666667,0.4078433829350696,0,5
47495,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.93233,-78.827777,2023-11-29 03:25:00,2.4,312.0,332.0,2.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,300.0,False,6_563005200,9,13.300000000000011,POINT (-8775067.996005721 2623837.1445392654),False,False,False,False,west,,west,same,POINT (-8774609.025745181 2623341.574499197),5.2,0.36472024368754735,0.43333333333333335,0.068613089645786,1,5
47496,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.933178,-78.840165,2023-11-29 03:55:00,1.2,248.4,314.0,2.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,1800.0,False,6_563005200,9,63.599999999999994,POINT (-8776447.02185767 2623939.64480044),False,False,False,False,west,,west,same,POINT (-8775067.996005721 2623837.1445392654),2.4,0.7466728467728895,1.2,0.4533271532271105,1,5
47497,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.93313,-78.840335,2023-11-29 04:00:00,1.1,249.7,314.0,2.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,300.0,False,6_563005200,9,1.299999999999983,POINT (-8776465.946171103 2623933.842881726),False,False,False,False,west,,west,same,POINT (-8776447.02185767 2623939.64480044),1.2,0.010687824529175972,0.09999999999999999,0.08931217547082401,1,5
47498,1,563005200,EPIC SAMOS,9733557.0,9V2722,22.931995,-78.84366,2023-11-29 04:10:00,1.2,242.5,308.0,2.0,1.0,80,7.1,7.1,98,22,17,4,CR MOB,SG,ORBCOMM-T,21,120,Northwestbound,600.0,False,6_563005200,9,7.199999999999989,POINT (-8776836.08347799 2623796.6522780447),False,False,False,False,west,,west,same,POINT (-8776465.946171103 2623933.842881726),1.1,0.21314601274839073,0.18333333333333335,0.029812679415057386,1,5
47943,1,563050500,POLAR ECUADOR,9786774.0,9V8896,22.637983,-78.33945,2023-04-28 18:15:00,19.6,110.7,111.0,0.0,1.0,71,10.6,10.6,184,46,18,19,PABLB,SG,ORBCOMM-S,37,230,Southeastbound,8700.0,True,7_563050500,17,,POINT (-8720707.683025114 2588297.1189045426),False,True,False,False,in south channel,True,,,,,,,,0,4
47944,1,563050500,POLAR ECUADOR,9786774.0,9V8896,22.587859,-78.18593,2023-04-28 18:40:00,19.4,109.5,111.0,0.0,1.0,71,10.6,10.6,184,46,18,19,PABLB,SG,ORBCOMM-S,37,230,Southeastbound,1500.0,False,7_563050500,17,1.1999999999999886,POINT (-8703617.914798532 2582252.6641627005),False,True,False,False,in south channel,True,in south channel,same,POINT (-8720707.683025114 2588297.1189045426),19.6,9.78796635726316,8.166666666666668,1.6212996905964925,1,4
47945,1,563050500,POLAR ECUADOR,9786774.0,9V8896,22.584191,-78.174742,2023-04-28 18:45:00,19.4,109.0,110.0,0.0,1.0,71,10.6,10.6,184,46,18,19,PABLB,SG,ORBCOMM-S,37,230,Southeastbound,300.0,False,7_563050500,17,0.5,POINT (-8702372.472335536 2581810.4263663064),False,True,False,False,in south channel,True,in south channel,same,POINT (-8703617.914798532 2582252.6641627005),19.4,0.7136263829233446,1.6166666666666665,0.9030402837433219,0,4
47946,1,563050500,POLAR ECUADOR,9786774.0,9V8896,22.506758,-78.008292,2023-04-28 19:15:00,19.5,117.5,118.0,0.0,1.0,71,10.6,10.6,184,46,18,19,PABLB,SG,ORBCOMM-S,37,230,Southeastbound,1800.0,False,7_563050500,17,8.5,POINT (-8683843.343092997 2572477.3476011874),False,True,False,False,in south channel,True,in south channel,same,POINT (-8702372.472335536 2581810.4263663064),19.4,11.202510830178332,9.7,1.5025108301783323,1,4
47947,1,563050500,POLAR ECUADOR,9786774.0,9V8896,22.477083,-77.950492,2023-04-28 19:25:00,19.4,118.6,120.0,0.0,1.0,71,10.6,10.6,184,46,18,19,PABLB,SG,ORBCOMM-S,37,230,Southeastbound,600.0,False,7_563050500,17,1.0999999999999943,POINT (-8677409.076525144 2568901.975579984),False,True,False,False,in south channel,True,in south channel,same,POINT (-8683843.343092997 2572477.3476011874),19.5,3.974599726447219,3.25,0.7245997264472188,0,4
47948,1,563050500,POLAR ECUADOR,9786774.0,9V8896,22.465412,-77.927885,2023-04-28 19:30:00,19.2,119.2,121.0,0.0,1.0,71,10.6,10.6,184,46,18,19,PABLB,SG,ORBCOMM-S,37,230,Southeastbound,300.0,False,7_563050500,17,0.6000000000000227,POINT (-8674892.476796782 2567496.0131181017),False,True,False,False,in south channel,True,in south channel,same,POINT (-8677409.076525144 2568901.975579984),19.4,1.556546938980585,1.6166666666666665,0.060119727686081426,0,4
47949,1,563050500,POLAR ECUADOR,9786774.0,9V8896,22.458683,-77.915267,2023-04-28 19:35:00,19.0,120.5,123.0,0.0,1.0,71,10.6,10.6,184,46,18,19,PABLB,SG,ORBCOMM-S,37,230,Southeastbound,300.0,False,7_563050500,17,1.3000000000000114,POINT (-8673487.847461952 2566685.449052326),False,True,False,False,in south channel,True,in south channel,same,POINT (-8674892.476796782 2567496.0131181017),19.2,0.8756675794802439,1.5999999999999999,0.724332420519756,0,4
47950,1,563050500,POLAR ECUADOR,9786774.0,9V8896,22.373624,-77.781533,2023-04-28 20:00:00,19.1,125.2,126.0,0.0,1.0,71,10.6,10.6,184,46,18,19,PABLB,SG,ORBCOMM-S,37,230,Southeastbound,1500.0,False,7_563050500,17,4.699999999999989,POINT (-8658600.646680204 2556442.7718945504),False,True,False,False,in south channel,True,in south channel,same,POINT (-8673487.847461952 2566685.449052326),19.0,9.75732046993143,7.916666666666667,1.8406538032647637,1,4
47951,1,563050500,POLAR ECUADOR,9786774.0,9V8896,22.329687,-77.715533,2023-04-28 20:15:00,19.1,125.4,126.0,0.0,1.0,71,10.6,10.6,184,46,18,19,PABLB,SG,ORBCOMM-S,37,230,Southeastbound,900.0,False,7_563050500,17,0.19999999999998863,POINT (-8651253.560287848 2551154.3970735087),False,True,False,False,in south channel,True,in south channel,same,POINT (-8658600.646680204 2556442.7718945504),19.1,4.887953019580084,4.775,0.11295301958008341,0,4
47952,1,563050500,POLAR ECUADOR,9786774.0,9V8896,22.284878,-77.648719,2023-04-28 20:30:00,19.2,130.1,133.0,0.0,1.0,71,10.6,10.6,184,46,18,19,PABLB,SG,ORBCOMM-S,37,230,Southeastbound,900.0,False,7_563050500,17,4.699999999999989,POINT (-8643815.859829986 2545762.7812992847),False,True,False,False,in south channel,True,in south channel,same,POINT (-8651253.560287848 2551154.3970735087),19.1,4.960258090857774,4.775,0.1852580908577739,0,4
47953,1,563050500,POLAR ECUADOR,9786774.0,9V8896,22.266334,-77.627912,2023-04-28 20:35:00,19.2,134.7,136.0,0.0,1.0,71,10.6,10.6,184,46,18,19,PABLB,SG,ORBCOMM-S,37,230,Southeastbound,300.0,False,7_563050500,17,4.599999999999994,POINT (-8641499.63518505 2543531.99145911),False,True,False,False,in south channel,True,in south channel,same,POINT (-8643815.859829986 2545762.7812992847),19.2,1.7363991935254908,1.5999999999999999,0.1363991935254909,0,4
47954,1,563050500,POLAR ECUADOR,9786774.0,9V8896,22.219916,-77.57855,2023-04-28 20:45:00,19.3,136.0,136.0,0.0,1.0,71,10.6,10.6,184,46,18,19,PABLB,SG,ORBCOMM-S,37,230,Southeastbound,600.0,False,7_563050500,17,1.3000000000000114,POINT (-8636004.682480514 2537949.334966627),False,True,False,False,in south channel,True,in south channel,same,POINT (-8641499.63518505 2543531.99145911),19.2,4.229667628795778,3.1999999999999997,1.0296676287957784,0,4
47955,1,563050500,POLAR ECUADOR,9786774.0,9V8896,22.211869,-77.569037,2023-04-28 20:50:00,19.2,131.5,131.0,0.0,1.0,71,10.6,10.6,184,46,18,19,PABLB,SG,ORBCOMM-S,37,230,Southeastbound,300.0,False,7_563050500,17,4.5,POINT (-8634945.700164596 2536981.716594293),False,True,False,False,in south channel,True,in south channel,same,POINT (-8636004.682480514 2537949.334966627),19.3,0.7745610659943984,1.6083333333333334,0.833772267338935,0,4
47956,1,563050500,POLAR ECUADOR,9786774.0,9V8896,22.162816,-77.5103,2023-04-28 21:05:00,19.2,132.6,134.0,0.0,1.0,71,10.6,10.6,184,46,18,19,PABLB,SG,ORBCOMM-S,37,230,Southeastbound,900.0,False,7_563050500,17,1.0999999999999943,POINT (-8628407.127233872 2531084.4959873143),False,True,False,False,in south channel,True,in south channel,same,POINT (-8634945.700164596 2536981.716594293),19.2,4.754412860220193,4.8,0.04558713977980666,0,4
47957,1,563050500,POLAR ECUADOR,9786774.0,9V8896,22.058183,-77.388117,2023-04-28 21:30:00,19.2,132.9,134.0,0.0,1.0,71,10.6,10.6,184,46,18,19,PABLB,SG,ORBCOMM-S,37,230,Southeastbound,1500.0,False,7_563050500,17,0.30000000000001137,POINT (-8614805.777890276 2518512.2332258956),False,False,False,False,east,,in south channel,exit channel,POINT (-8628407.127233872 2531084.4959873143),19.2,10.00105182154803,8.0,2.00105182154803,1,4
47958,1,563050500,POLAR ECUADOR,9786774.0,9V8896,22.042866,-77.37045,2023-04-28 21:35:00,19.2,132.4,133.0,0.0,1.0,71,10.6,10.6,184,46,18,19,PABLB,SG,ORBCOMM-S,37,230,Southeastbound,300.0,False,7_563050500,17,0.5,POINT (-8612839.096446434 2516672.5883687204),False,False,False,False,east,,east,same,POINT (-8614805.777890276 2518512.2332258956),19.2,1.4541002598837216,1.5999999999999999,0.14589974011627826,0,4
47959,1,563050500,POLAR ECUADOR,9786774.0,9V8896,22.03855,-77.365367,2023-04-28 21:40:00,19.2,132.5,133.0,0.0,1.0,71,10.6,10.6,184,46,18,19,PABLB,SG,ORBCOMM-S,37,230,Southeastbound,300.0,False,7_563050500,17,0.09999999999999432,POINT (-8612273.259474732 2516154.2521202406),False,False,False,False,east,,east,same,POINT (-8612839.096446434 2516672.5883687204),19.2,0.414344611712716,1.5999999999999999,1.1856553882872838,0,4
